,state,state_p,act,r_acc
27568,"(1, 26)","(1, 26)",90.0,-8.77297
27569,"(1, 26)","(1, 26)",100.0,-10.926603
27570,"(1, 26)","(1, 26)",110.0,-13.066157
27571,"(1, 26)","(1, 26)",120.0,-15.192828
27572,"(1, 26)","(1, 26)",130.0,-17.301797
27573,"(1, 26)","(1, 26)",140.0,-19.392544
27574,"(1, 26)","(1, 26)",150.0,-21.465081
27575,"(1, 26)","(1, 26)",160.0,-23.521876
27576,"(1, 26)","(1, 26)",170.0,-25.556349
27577,"(1, 26)","(1, 26)",180.0,-27.57061
27578,"(1, 26)","(1, 26)",190.0,-29.567852
27579,"(1, 26)","(1, 26)",200.0,-31.539742
27583,"(1, 26)","(2, 27)",40.0,-0.4
27584,"(1, 26)","(2, 27)",50.0,-0.5
27585,"(1, 26)","(2, 27)",60.0,-0.6
27600,"(1, 26)","(2, 26)",10.0,0.546822
27601,"(1, 26)","(2, 26)",20.0,0.446822
27602,"(1, 26)","(2, 26)",30.0,0.346822
27603,"(1, 26)","(2, 27)",40.0,0.246822
27604,"(1, 26)","(2, 27)",50.0,0.146822
27605,"(1, 26)","(2, 27)",60.0,0.046822
27606,"(1, 26)","(2, 26)",70.0,-0.053178
27607,"(1, 26)","(2, 26)",80.0,-0.153178
27608,"(1, 26)","(2, 26)",90.0,-0.253178
27609,"(1, 26)","(2, 26)",100.0,-0.353178
27610,"(1, 26)","(2, 26)",110.0,-0.453178
27611,"(1, 26)","(2, 26)",120.0,-0.553178
27612,"(1, 26)","(2, 26)",130.0,-0.653178
27613,"(1, 26)","(2, 26)",140.0,-0.753178
27614,"(1, 26)","(2, 26)",150.0,-0.853178
27615,"(1, 26)","(2, 26)",160.0,-0.953178
27616,"(1, 26)","(2, 26)",170.0,-1.053178
27617,"(1, 26)","(2, 26)",180.0,-1.153178
27618,"(1, 26)","(2, 26)",190.0,-1.253178
27619,"(1, 26)","(2, 26)",200.0,-1.353178
27640,"(2, 26)","(1, 26)",10.0,0.696395
27641,"(2, 26)","(1, 26)",20.0,0.596395
27642,"(2, 26)","(1, 27)",30.0,0.496395
27643,"(2, 26)","(1, 27)",40.0,0.396395
27644,"(2, 26)","(1, 27)",50.0,0.296395
27645,"(2, 26)","(1, 28)",60.0,0.196395
27646,"(2, 26)","(1, 28)",70.0,0.096395
27647,"(2, 26)","(1, 28)",80.0,-0.003605
27648,"(2, 26)","(1, 29)",90.0,-0.103605
27649,"(2, 26)","(1, 26)",100.0,-0.203605
27650,"(2, 26)","(1, 26)",110.0,-0.303605
27651,"(2, 26)","(1, 26)",120.0,-0.403605
27652,"(2, 26)","(1, 26)",130.0,-0.503605
27653,"(2, 26)","(1, 26)",140.0,-0.603605
27654,"(2, 26)","(1, 26)",150.0,-0.703605
27655,"(2, 26)","(1, 26)",160.0,-0.803605
27656,"(2, 26)","(1, 26)",170.0,-0.903605
27657,"(2, 26)","(1, 26)",180.0,-1.003605
27658,"(2, 26)","(1, 26)",190.0,-1.103605
27659,"(2, 26)","(1, 26)",200.0,-1.203605
27660,"(2, 26)","(1, 26)",10.0,0.679141
27661,"(2, 26)","(1, 26)",20.0,0.579141
27662,"(2, 26)","(1, 27)",30.0,0.479141
27663,"(2, 26)","(1, 27)",40.0,0.379141
27664,"(2, 26)","(1, 27)",50.0,0.279141
27665,"(2, 26)","(1, 28)",60.0,0.179141
27666,"(2, 26)","(1, 28)",70.0,0.079141
27667,"(2, 26)","(1, 28)",80.0,-0.020859
27668,"(2, 26)","(1, 29)",90.0,-0.120859
27669,"(2, 26)","(1, 26)",100.0,-0.220859
27670,"(2, 26)","(1, 26)",110.0,-0.320859
27671,"(2, 26)","(1, 26)",120.0,-0.420859
27672,"(2, 26)","(1, 26)",130.0,-0.520859
27673,"(2, 26)","(1, 26)",140.0,-0.620859
27674,"(2, 26)","(1, 26)",150.0,-0.720859
27675,"(2, 26)","(1, 26)",160.0,-0.820859
27676,"(2, 26)","(1, 26)",170.0,-0.920859
27677,"(2, 26)","(1, 26)",180.0,-1.020859
27678,"(2, 26)","(1, 26)",190.0,-1.120859
27679,"(2, 26)","(1, 26)",200.0,-1.220859
27680,"(2, 27)","(1, 26)",10.0,0.633499
27681,"(2, 27)","(1, 26)",20.0,0.629676
27682,"(2, 27)","(1, 27)",30.0,0.625943
27683,"(2, 27)","(1, 27)",40.0,0.62221
27684,"(2, 27)","(1, 27)",50.0,0.565167
27685,"(2, 27)","(1, 28)",60.0,0.465167
27686,"(2, 27)","(1, 28)",70.0,0.365167
27687,"(2, 27)","(1, 28)",80.0,0.265167
27688,"(2, 27)","(1, 29)",90.0,0.165167
27689,"(2, 27)","(1, 26)",100.0,0.065167
27690,"(2, 27)","(1, 26)",110.0,-0.034833
27691,"(2, 27)","(1, 26)",120.0,-0.134833
27692,"(2, 27)","(1, 26)",130.0,-0.234833
27693,"(2, 27)","(1, 26)",140.0,-0.334833
27694,"(2, 27)","(1, 26)",150.0,-0.434833
27695,"(2, 27)","(1, 26)",160.0,-0.534833
27696,"(2, 27)","(1, 26)",170.0,-0.634833
27697,"(2, 27)","(1, 26)",180.0,-0.734833
27698,"(2, 27)","(1, 26)",190.0,-0.834833
27699,"(2, 27)","(1, 26)",200.0,-0.934833
27700,"(1, 26)","(2, 26)",10.0,1.895333
27701,"(1, 26)","(2, 26)",20.0,3.770764
27702,"(1, 26)","(2, 26)",30.0,5.568863
27703,"(1, 26)","(2, 26)",40.0,6.741053
27704,"(1, 26)","(2, 26)",50.0,6.641053
27705,"(1, 26)","(2, 26)",60.0,6.541053
27706,"(1, 26)","(2, 26)",70.0,6.106984
27707,"(1, 26)","(2, 26)",80.0,3.433165
27708,"(1, 26)","(2, 26)",90.0,0.770262
27709,"(1, 26)","(2, 26)",100.0,-1.97318
27710,"(1, 26)","(2, 26)",110.0,-4.809534
27711,"(1, 26)","(2, 26)",120.0,-7.628578
27712,"(1, 26)","(2, 26)",130.0,-10.43031
27713,"(1, 26)","(2, 26)",140.0,-13.214732
27714,"(1, 26)","(2, 26)",150.0,-15.981843
27715,"(1, 26)","(2, 26)",160.0,-18.731644
27716,"(1, 26)","(2, 26)",170.0,-21.464133
27717,"(1, 26)","(2, 26)",180.0,-24.179312
27718,"(1, 26)","(2, 26)",190.0,-26.87718
27719,"(1, 26)","(2, 26)",200.0,-29.557737
27720,"(1, 26)","(2, 26)",10.0,2.710565
27721,"(1, 26)","(2, 26)",20.0,2.610565
27722,"(1, 26)","(2, 26)",30.0,2.510565
27723,"(1, 26)","(2, 26)",40.0,2.410565
27724,"(1, 26)","(2, 26)",50.0,2.310565
27725,"(1, 26)","(2, 26)",60.0,2.210565
27726,"(1, 26)","(2, 26)",70.0,2.110565
27727,"(1, 26)","(2, 26)",80.0,2.010565
27728,"(1, 26)","(2, 26)",90.0,1.910565
27729,"(1, 26)","(2, 26)",100.0,1.810565
27730,"(1, 26)","(2, 26)",110.0,1.710565
27731,"(1, 26)","(2, 26)",120.0,1.610565
27732,"(1, 26)","(2, 26)",130.0,1.510565
27733,"(1, 26)","(2, 26)",140.0,1.410565
27734,"(1, 26)","(2, 26)",150.0,1.310565
27735,"(1, 26)","(2, 26)",160.0,1.210565
27736,"(1, 26)","(2, 26)",170.0,1.110565
27737,"(1, 26)","(2, 26)",180.0,0.116588
27738,"(1, 26)","(2, 26)",190.0,-2.603967
27739,"(1, 26)","(2, 26)",200.0,-5.307749
27760,"(2, 26)","(1, 26)",10.0,0.005997
27761,"(2, 26)","(1, 26)",20.0,-0.094003
27762,"(2, 26)","(1, 26)",30.0,-0.194003
27763,"(2, 26)","(1, 26)",40.0,-0.294003
27764,"(2, 26)","(1, 26)",50.0,-0.394003
27765,"(2, 26)","(1, 26)",60.0,-0.494003
27766,"(2, 26)","(1, 26)",70.0,-0.594003
27767,"(2, 26)","(1, 26)",80.0,-0.694003
27768,"(2, 26)","(1, 26)",90.0,-0.794003
27769,"(2, 26)","(1, 26)",100.0,-0.894003
27770,"(2, 26)","(1, 26)",110.0,-0.994003
27771,"(2, 26)","(1, 26)",120.0,-1.094003
27772,"(2, 26)","(1, 26)",130.0,-1.194003
27773,"(2, 26)","(1, 26)",140.0,-1.294003
27774,"(2, 26)","(1, 26)",150.0,-1.394003
27775,"(2, 26)","(1, 26)",160.0,-1.494003
27776,"(2, 26)","(1, 26)",170.0,-1.594003
27777,"(2, 26)","(1, 26)",180.0,-1.694003
27778,"(2, 26)","(1, 26)",190.0,-2.683334
27779,"(2, 26)","(1, 26)",200.0,-5.134836
27780,"(2, 26)","(1, 26)",10.0,0.036619
27781,"(2, 26)","(1, 26)",20.0,-0.063381
27782,"(2, 26)","(1, 26)",30.0,-0.163381
27783,"(2, 26)","(1, 26)",40.0,-0.263381
27784,"(2, 26)","(1, 26)",50.0,-0.363381
27785,"(2, 26)","(1, 26)",60.0,-0.463381
27786,"(2, 26)","(1, 26)",70.0,-0.563381
27787,"(2, 26)","(1, 26)",80.0,-0.663381
27788,"(2, 26)","(1, 26)",90.0,-0.763381
27789,"(2, 26)","(1, 26)",100.0,-0.863381
27790,"(2, 26)","(1, 26)",110.0,-0.963381
27791,"(2, 26)","(1, 26)",120.0,-1.063381
27792,"(2, 26)","(1, 26)",130.0,-1.163381
27793,"(2, 26)","(1, 26)",140.0,-1.263381
27794,"(2, 26)","(1, 26)",150.0,-1.363381
27795,"(2, 26)","(1, 26)",160.0,-1.463381
27796,"(2, 26)","(1, 26)",170.0,-1.563381
27797,"(2, 26)","(1, 26)",180.0,-1.663381
27798,"(2, 26)","(1, 26)",190.0,-2.613465
27799,"(2, 26)","(1, 26)",200.0,-5.064966
27800,"(2, 26)","(1, 26)",10.0,-0.015813
27801,"(2, 26)","(1, 26)",20.0,-0.115813
27802,"(2, 26)","(1, 26)",30.0,-0.215813
27803,"(2, 26)","(1, 26)",40.0,-0.315813
27804,"(2, 26)","(1, 26)",50.0,-0.415813
27805,"(2, 26)","(1, 26)",60.0,-0.515813
27806,"(2, 26)","(1, 26)",70.0,-0.615813
27807,"(2, 26)","(1, 26)",80.0,-0.715813
27808,"(2, 26)","(1, 26)",90.0,-0.815813
27809,"(2, 26)","(1, 26)",100.0,-0.915813
27810,"(2, 26)","(1, 26)",110.0,-1.015813
27811,"(2, 26)","(1, 26)",120.0,-1.115813
27812,"(2, 26)","(1, 26)",130.0,-1.215813
27813,"(2, 26)","(1, 26)",140.0,-1.315813
27814,"(2, 26)","(1, 26)",150.0,-1.415813
27815,"(2, 26)","(1, 26)",160.0,-1.515813
27816,"(2, 26)","(1, 26)",170.0,-1.615813
27817,"(2, 26)","(1, 26)",180.0,-1.715813
27818,"(2, 26)","(1, 26)",190.0,-2.661979
27819,"(2, 26)","(1, 26)",200.0,-5.113481
27840,"(1, 26)","(1, 26)",10.0,-0.01483
27841,"(1, 26)","(1, 26)",20.0,-0.11483
27842,"(1, 26)","(1, 26)",30.0,-0.21483
27843,"(1, 26)","(1, 26)",40.0,-0.31483
27844,"(1, 26)","(1, 26)",50.0,-0.41483
27845,"(1, 26)","(1, 26)",60.0,-0.51483
27846,"(1, 26)","(1, 26)",70.0,-0.61483
27847,"(1, 26)","(1, 26)",80.0,-0.71483
27848,"(1, 26)","(1, 26)",90.0,-0.81483
27849,"(1, 26)","(1, 26)",100.0,-0.91483
27850,"(1, 26)","(1, 26)",110.0,-1.01483
27851,"(1, 26)","(1, 26)",120.0,-1.11483
27852,"(1, 26)","(1, 26)",130.0,-1.21483
27853,"(1, 26)","(1, 26)",140.0,-1.31483
27854,"(1, 26)","(1, 26)",150.0,-1.41483
27855,"(1, 26)","(1, 26)",160.0,-1.51483
27856,"(1, 26)","(1, 26)",170.0,-1.61483
27857,"(1, 26)","(1, 26)",180.0,-1.71483
27858,"(1, 26)","(1, 26)",190.0,-1.81483
27859,"(1, 26)","(1, 26)",200.0,-1.91483
27880,"(1, 26)","(3, 26)",10.0,-0.051034
27881,"(1, 26)","(3, 26)",20.0,-0.151034
27882,"(1, 26)","(3, 26)",30.0,-0.251034
27883,"(1, 26)","(3, 27)",40.0,-0.351034
27884,"(1, 26)","(3, 27)",50.0,-0.451034
27885,"(1, 26)","(3, 27)",60.0,-0.551034
27886,"(1, 26)","(3, 26)",70.0,-0.651034
27887,"(1, 26)","(3, 26)",80.0,-0.751034
27888,"(1, 26)","(3, 26)",90.0,-0.851034
27889,"(1, 26)","(3, 26)",100.0,-0.951034
27890,"(1, 26)","(3, 26)",110.0,-1.051034
27891,"(1, 26)","(3, 26)",120.0,-1.151034
27892,"(1, 26)","(3, 26)",130.0,-1.251034
27893,"(1, 26)","(3, 26)",140.0,-1.351034
27894,"(1, 26)","(3, 26)",150.0,-1.451034
27895,"(1, 26)","(3, 26)",160.0,-1.551034
27896,"(1, 26)","(3, 26)",170.0,-1.651034
27897,"(1, 26)","(3, 26)",180.0,-1.751034
27898,"(1, 26)","(3, 26)",190.0,-1.851034
27899,"(1, 26)","(3, 26)",200.0,-1.951034
27900,"(1, 26)","(3, 26)",10.0,-0.095928
27901,"(1, 26)","(3, 26)",20.0,-0.195928
27902,"(1, 26)","(3, 26)",30.0,-0.295928
27903,"(1, 26)","(3, 27)",40.0,-0.395928
27904,"(1, 26)","(3, 27)",50.0,-0.495928
27905,"(1, 26)","(3, 27)",60.0,-0.595928
27906,"(1, 26)","(3, 26)",70.0,-0.695928
27907,"(1, 26)","(3, 26)",80.0,-0.795928
27908,"(1, 26)","(3, 26)",90.0,-0.895928
27909,"(1, 26)","(3, 26)",100.0,-0.995928
27910,"(1, 26)","(3, 26)",110.0,-1.095928
27911,"(1, 26)","(3, 26)",120.0,-1.195928
27912,"(1, 26)","(3, 26)",130.0,-1.295928
27913,"(1, 26)","(3, 26)",140.0,-1.395928
27914,"(1, 26)","(3, 26)",150.0,-1.495928
27915,"(1, 26)","(3, 26)",160.0,-1.595928
27916,"(1, 26)","(3, 26)",170.0,-1.695928
27917,"(1, 26)","(3, 26)",180.0,-1.795928
27918,"(1, 26)","(3, 26)",190.0,-1.895928
27919,"(1, 26)","(3, 26)",200.0,-1.995928
27923,"(1, 26)","(3, 27)",40.0,-0.4
27926,"(1, 26)","(3, 26)",70.0,-0.7
27927,"(1, 26)","(3, 26)",80.0,-0.8
27928,"(1, 26)","(3, 26)",90.0,-0.9
27940,"(3, 27)","(3, 27)",10.0,2.813841
27941,"(3, 27)","(3, 27)",20.0,3.292261
27942,"(3, 27)","(3, 27)",30.0,3.425671
27943,"(3, 27)","(3, 28)",40.0,3.505365
27944,"(3, 27)","(3, 28)",50.0,3.405365
27945,"(3, 27)","(3, 29)",60.0,3.305365
27946,"(3, 27)","(3, 30)",70.0,3.205365
27947,"(3, 27)","(3, 31)",80.0,3.105365
27948,"(3, 27)","(3, 31)",90.0,3.005365
27949,"(3, 27)","(3, 32)",100.0,2.905365
27950,"(3, 27)","(3, 32)",110.0,2.805365
27951,"(3, 27)","(3, 32)",120.0,2.705365
27952,"(3, 27)","(3, 32)",130.0,0.153223
27953,"(3, 27)","(3, 32)",140.0,-2.803572
27954,"(3, 27)","(3, 31)",150.0,-5.536543
27955,"(3, 27)","(3, 30)",160.0,-8.189758
27956,"(3, 27)","(3, 29)",170.0,-10.770733
27957,"(3, 27)","(3, 28)",180.0,-13.281413
27958,"(3, 27)","(3, 27)",190.0,-16.870943
27959,"(3, 27)","(3, 26)",200.0,-20.739924
27960,"(3, 26)","(3, 27)",10.0,2.803843
27961,"(3, 26)","(3, 27)",20.0,3.2842
27962,"(3, 26)","(3, 27)",30.0,3.415249
27963,"(3, 26)","(3, 28)",40.0,3.315249
27964,"(3, 26)","(3, 28)",50.0,3.215249
27965,"(3, 26)","(3, 29)",60.0,3.115249
27966,"(3, 26)","(3, 30)",70.0,3.015249
27967,"(3, 26)","(3, 31)",80.0,2.915249
27968,"(3, 26)","(3, 31)",90.0,2.815249
27969,"(3, 26)","(3, 32)",100.0,2.715249
27970,"(3, 26)","(3, 32)",110.0,2.615249
27971,"(3, 26)","(3, 32)",120.0,2.515249
27972,"(3, 26)","(3, 32)",130.0,0.354256
27973,"(3, 26)","(3, 32)",140.0,-2.457659
27974,"(3, 26)","(3, 31)",150.0,-5.190095
27975,"(3, 26)","(3, 30)",160.0,-7.909693
27976,"(3, 26)","(3, 29)",170.0,-10.468964
27977,"(3, 26)","(3, 28)",180.0,-12.962194
27978,"(3, 26)","(3, 27)",190.0,-16.445067
27979,"(3, 26)","(3, 26)",200.0,-20.314047
27981,"(3, 27)","(3, 27)",20.0,3.292262
27982,"(3, 27)","(3, 27)",30.0,3.425672
27983,"(3, 27)","(3, 28)",40.0,3.505363
27984,"(3, 27)","(3, 28)",50.0,3.405363
27985,"(3, 27)","(3, 29)",60.0,3.305363
27986,"(3, 27)","(3, 30)",70.0,3.205363
27987,"(3, 27)","(3, 31)",80.0,3.105363
27988,"(3, 27)","(3, 31)",90.0,3.005363
27989,"(3, 27)","(3, 32)",100.0,2.905363
27990,"(3, 27)","(3, 32)",110.0,2.805363
27991,"(3, 27)","(3, 32)",120.0,2.705363
27992,"(3, 27)","(3, 32)",130.0,0.153225
27993,"(3, 27)","(3, 32)",140.0,-2.803571
27994,"(3, 27)","(3, 31)",150.0,-5.536542
27995,"(3, 27)","(3, 30)",160.0,-8.189756
27996,"(3, 27)","(3, 29)",170.0,-10.770732
27997,"(3, 27)","(3, 28)",180.0,-13.281412
27998,"(3, 27)","(3, 27)",190.0,-16.870941
27999,"(3, 27)","(3, 26)",200.0,-20.739921
28000,"(3, 31)","(4, 25)",10.0,1.36911
28001,"(3, 31)","(4, 25)",20.0,1.303625
28002,"(3, 31)","(4, 25)",30.0,1.203625
28003,"(3, 31)","(4, 25)",40.0,1.103625
28004,"(3, 31)","(4, 25)",50.0,1.003625
28005,"(3, 31)","(4, 26)",60.0,0.903625
28006,"(3, 31)","(4, 26)",70.0,0.803625
28007,"(3, 31)","(4, 26)",80.0,0.703625
28008,"(3, 31)","(4, 26)",90.0,0.603625
28009,"(3, 31)","(4, 26)",100.0,0.503625
28010,"(3, 31)","(4, 26)",110.0,0.403625
28011,"(3, 31)","(4, 26)",120.0,0.303625
28012,"(3, 31)","(4, 26)",130.0,0.203625
28013,"(3, 31)","(4, 26)",140.0,0.103625
28014,"(3, 31)","(4, 26)",150.0,0.003625
28015,"(3, 31)","(4, 26)",160.0,-0.096375
28016,"(3, 31)","(4, 26)",170.0,-0.196375
28017,"(3, 31)","(4, 26)",180.0,-0.296375
28018,"(3, 31)","(4, 26)",190.0,-0.396375
28019,"(3, 31)","(4, 26)",200.0,-0.496375
28020,"(3, 32)","(4, 25)",10.0,0.963854
28021,"(3, 32)","(4, 25)",20.0,0.863854
28022,"(3, 32)","(4, 25)",30.0,0.763854
28023,"(3, 32)","(4, 25)",40.0,0.663854
28024,"(3, 32)","(4, 25)",50.0,0.563854
28025,"(3, 32)","(4, 26)",60.0,0.463854
28026,"(3, 32)","(4, 26)",70.0,0.363854
28027,"(3, 32)","(4, 26)",80.0,0.263854
28028,"(3, 32)","(4, 26)",90.0,0.163854
28029,"(3, 32)","(4, 26)",100.0,0.063854
28030,"(3, 32)","(4, 26)",110.0,-0.036146
28031,"(3, 32)","(4, 26)",120.0,-0.136146
28032,"(3, 32)","(4, 26)",130.0,-0.236146
28033,"(3, 32)","(4, 26)",140.0,-0.336146
28034,"(3, 32)","(4, 26)",150.0,-0.436146
28035,"(3, 32)","(4, 26)",160.0,-0.536146
28036,"(3, 32)","(4, 26)",170.0,-0.636146
28037,"(3, 32)","(4, 26)",180.0,-0.736146
28038,"(3, 32)","(4, 26)",190.0,-0.836146
28039,"(3, 32)","(4, 26)",200.0,-0.936146
28040,"(3, 29)","(4, 25)",10.0,0.993562
28041,"(3, 29)","(4, 25)",20.0,0.893562
28042,"(3, 29)","(4, 25)",30.0,0.793562
28043,"(3, 29)","(4, 25)",40.0,0.693562
28044,"(3, 29)","(4, 25)",50.0,0.593562
28045,"(3, 29)","(4, 26)",60.0,0.493562
28046,"(3, 29)","(4, 26)",70.0,0.393562
28047,"(3, 29)","(4, 26)",80.0,0.293562
28048,"(3, 29)","(4, 26)",90.0,0.193562
28049,"(3, 29)","(4, 26)",100.0,0.093562
28050,"(3, 29)","(4, 26)",110.0,-0.006438
28051,"(3, 29)","(4, 26)",120.0,-0.106438
28052,"(3, 29)","(4, 26)",130.0,-0.206438
28053,"(3, 29)","(4, 26)",140.0,-0.306438
28054,"(3, 29)","(4, 26)",150.0,-0.406438
28055,"(3, 29)","(4, 26)",160.0,-0.506438
28056,"(3, 29)","(4, 26)",170.0,-0.606438
28057,"(3, 29)","(4, 26)",180.0,-0.706438
28058,"(3, 29)","(4, 26)",190.0,-0.806438
28059,"(3, 29)","(4, 26)",200.0,-0.906438
28060,"(4, 25)","(5, 26)",10.0,19.774206
28061,"(4, 25)","(5, 27)",20.0,20.372132
28062,"(4, 25)","(5, 27)",30.0,20.272132
28063,"(4, 25)","(5, 28)",40.0,20.172132
28064,"(4, 25)","(5, 29)",50.0,20.072132
28065,"(4, 25)","(5, 30)",60.0,19.972132
28066,"(4, 25)","(5, 31)",70.0,19.872132
28067,"(4, 25)","(5, 32)",80.0,19.772132
28068,"(4, 25)","(5, 33)",90.0,19.672132
28069,"(4, 25)","(5, 26)",100.0,19.572132
28070,"(4, 25)","(5, 26)",110.0,19.472132
28071,"(4, 25)","(5, 26)",120.0,19.372132
28072,"(4, 25)","(5, 26)",130.0,19.272132
28073,"(4, 25)","(5, 26)",140.0,15.875533
28074,"(4, 25)","(5, 26)",150.0,9.991579
28075,"(4, 25)","(5, 26)",160.0,4.263837
28076,"(4, 25)","(5, 26)",170.0,-0.403686
28077,"(4, 25)","(5, 26)",180.0,-4.283184
28078,"(4, 25)","(5, 26)",190.0,-8.11652
28079,"(4, 25)","(5, 26)",200.0,-10.459666
28080,"(4, 25)","(5, 26)",10.0,19.7742
28093,"(4, 25)","(5, 26)",140.0,15.875508
28094,"(4, 25)","(5, 26)",150.0,9.991554
28095,"(4, 25)","(5, 26)",160.0,4.263812
28096,"(4, 25)","(5, 26)",170.0,-0.40371
28097,"(4, 25)","(5, 26)",180.0,-4.283208
28098,"(4, 25)","(5, 26)",190.0,-8.116545
28099,"(4, 25)","(5, 26)",200.0,-10.459691
28100,"(4, 26)","(5, 26)",10.0,18.233134
28101,"(4, 26)","(5, 27)",20.0,18.133134
28102,"(4, 26)","(5, 27)",30.0,18.033134
28103,"(4, 26)","(5, 28)",40.0,17.933134
28104,"(4, 26)","(5, 29)",50.0,17.833134
28105,"(4, 26)","(5, 30)",60.0,17.733134
28106,"(4, 26)","(5, 31)",70.0,17.633134
28107,"(4, 26)","(5, 32)",80.0,17.533134
28108,"(4, 26)","(5, 33)",90.0,17.433134
28109,"(4, 26)","(5, 26)",100.0,17.333134
28110,"(4, 26)","(5, 26)",110.0,17.233134
28111,"(4, 26)","(5, 26)",120.0,17.133134
28112,"(4, 26)","(5, 26)",130.0,17.033134
28113,"(4, 26)","(5, 26)",140.0,16.933134
28114,"(4, 26)","(5, 26)",150.0,16.833134
28115,"(4, 26)","(5, 26)",160.0,16.733134
28116,"(4, 26)","(5, 26)",170.0,16.633134
28117,"(4, 26)","(5, 26)",180.0,16.533134
28118,"(4, 26)","(5, 26)",190.0,15.250643
28119,"(4, 26)","(5, 26)",200.0,12.904338
28120,"(5, 26)","(5, 26)",10.0,5.432724
28121,"(5, 26)","(5, 26)",20.0,5.332724
28122,"(5, 26)","(5, 27)",30.0,5.232724
28123,"(5, 26)","(5, 27)",40.0,5.132724
28124,"(5, 26)","(5, 27)",50.0,5.032724
28125,"(5, 26)","(5, 27)",60.0,4.932724
28126,"(5, 26)","(5, 26)",70.0,4.832724
28127,"(5, 26)","(5, 26)",80.0,0.159697
28128,"(5, 26)","(5, 26)",90.0,-7.751688
28129,"(5, 26)","(5, 26)",100.0,-14.956499
28130,"(5, 26)","(5, 25)",110.0,-22.548298
28131,"(5, 26)","(5, 25)",120.0,-29.860931
28132,"(5, 26)","(5, 24)",130.0,-36.769963
28133,"(5, 26)","(5, 22)",140.0,-43.14022
28134,"(5, 26)","(5, 18)",150.0,-48.872562
28135,"(5, 26)","(5, 12)",160.0,-54.411075
28136,"(5, 26)","(5, 12)",170.0,-58.697395
28137,"(5, 26)","(5, 13)",180.0,-62.105949
28138,"(5, 26)","(5, 14)",190.0,-64.91106
28139,"(5, 26)","(5, 16)",200.0,-67.296277
28140,"(5, 27)","(5, 26)",10.0,5.343321
28141,"(5, 27)","(5, 26)",20.0,5.243321
28142,"(5, 27)","(5, 27)",30.0,5.143321
28143,"(5, 27)","(5, 27)",40.0,5.043321
28144,"(5, 27)","(5, 27)",50.0,4.943321
28145,"(5, 27)","(5, 27)",60.0,2.943343
28146,"(5, 27)","(5, 26)",70.0,-4.594438
28147,"(5, 27)","(5, 26)",80.0,-12.820764
28148,"(5, 27)","(5, 26)",90.0,-20.650509
28149,"(5, 27)","(5, 26)",100.0,-27.844062
28150,"(5, 27)","(5, 25)",110.0,-35.435853
28151,"(5, 27)","(5, 25)",120.0,-42.748485
28152,"(5, 27)","(5, 24)",130.0,-49.657528
28153,"(5, 27)","(5, 22)",140.0,-56.027786
28154,"(5, 27)","(5, 18)",150.0,-61.760115
28155,"(5, 27)","(5, 12)",160.0,-67.298641
28156,"(5, 27)","(5, 12)",170.0,-71.58479
28157,"(5, 27)","(5, 13)",180.0,-74.993499
28158,"(5, 27)","(5, 14)",190.0,-77.798671
28159,"(5, 27)","(5, 16)",200.0,-80.183842
28160,"(5, 30)","(5, 26)",10.0,4.153405
28161,"(5, 30)","(5, 26)",20.0,5.904673
28162,"(5, 30)","(5, 27)",30.0,-1.515386
28163,"(5, 30)","(5, 27)",40.0,-8.616396
28164,"(5, 30)","(5, 27)",50.0,-16.087618
28165,"(5, 30)","(5, 27)",60.0,-23.498714
28166,"(5, 30)","(5, 26)",70.0,-31.030214
28167,"(5, 30)","(5, 26)",80.0,-39.391311
28168,"(5, 30)","(5, 26)",90.0,-47.045443
28169,"(5, 30)","(5, 26)",100.0,-54.284452
28170,"(5, 30)","(5, 25)",110.0,-61.876228
28171,"(5, 30)","(5, 25)",120.0,-69.188859
28172,"(5, 30)","(5, 24)",130.0,-76.097922
28173,"(5, 30)","(5, 22)",140.0,-82.468181
28174,"(5, 30)","(5, 18)",150.0,-88.200485
28175,"(5, 30)","(5, 12)",160.0,-93.739036
28176,"(5, 30)","(5, 12)",170.0,-98.025096
28177,"(5, 30)","(5, 13)",180.0,-101.433866
